Skills Covered,My Matches,Job Zone,Code,Occupation
10,1,4,11-9179.01,Fitness and Wellness Coordinators
10,1,4,19-1012.00,Food Scientists and Technologists
10,1,4,27-2012.03,Media Programming Directors
10,1,4,19-1022.00,Microbiologists
10,1,4,29-1141.00,Registered Nurses
10,1,4,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
10,1,4,25-2058.00,"Special Education Teachers, Secondary School"
10,1,4,17-2051.02,Water/Wastewater Engineers
10,1,3,47-1011.03,Solar Energy Installation Managers
9,1,5,25-2059.01,Adapted Physical Education Specialists
9,1,5,29-1211.00,Anesthesiologists
9,1,5,29-1181.00,Audiologists
9,1,5,29-1213.00,Dermatologists
9,1,5,25-1071.00,"Health Specialties Teachers, Postsecondary"
9,1,5,29-1151.00,Nurse Anesthetists
9,1,5,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
9,1,5,29-1221.00,"Pediatricians, General"
9,1,5,29-1222.00,"Physicians, Pathologists"
9,1,5,29-1224.00,Radiologists
9,1,5,29-1229.03,Urologists
9,1,5,29-1131.00,Veterinarians
9,1,4,27-1011.00,Art Directors
9,1,4,11-3051.03,Biofuels Production Managers
9,1,4,21-1094.00,Community Health Workers
9,1,4,11-9199.02,Compliance Managers
9,1,4,19-2041.00,"Environmental Scientists and Specialists, Including Health"
9,1,4,13-2061.00,Financial Examiners
9,1,4,17-2141.00,Mechanical Engineers
9,1,4,27-2012.05,Media Technical Directors/Managers
9,1,4,11-3051.01,Quality Control Systems Managers
9,1,4,17-2199.08,Robotics Engineers
9,1,4,13-1151.00,Training and Development Specialists
9,1,3,29-1141.01,Acute Care Nurses
9,1,3,11-9199.09,Wind Energy Operations Managers
8,1,5,11-9041.00,Architectural and Engineering Managers
8,1,5,19-1041.00,Epidemiologists
8,1,5,29-1215.00,Family Medicine Physicians
8,1,5,29-1216.00,General Internal Medicine Physicians
8,1,5,15-1211.01,Health Informatics Specialists
8,1,5,19-3032.00,Industrial-Organizational Psychologists
8,1,5,25-9031.00,Instructional Coordinators
8,1,5,11-9121.00,Natural Sciences Managers
8,1,5,29-1218.00,Obstetricians and Gynecologists
8,1,5,29-1122.00,Occupational Therapists
8,1,5,29-1051.00,Pharmacists
8,1,5,29-1071.00,Physician Assistants
8,1,5,29-1081.00,Podiatrists
8,1,5,25-1113.00,"Social Work Teachers, Postsecondary"
8,1,4,17-2031.00,Bioengineers and Biomedical Engineers
8,1,4,13-1199.04,Business Continuity Planners
8,1,4,11-3021.00,Computer and Information Systems Managers
8,1,4,29-1141.03,Critical Care Nurses
8,1,4,29-1128.00,Exercise Physiologists
8,1,4,11-9199.08,Loss Prevention Managers
8,1,4,17-2112.03,Manufacturing Engineers
8,1,4,11-9111.00,Medical and Health Services Managers
8,1,3,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
8,1,3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
8,1,3,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
8,1,2,41-1011.00,First-Line Supervisors of Retail Sales Workers
7,1,5,29-1229.01,Allergists and Immunologists
7,1,5,11-1011.00,Chief Executives
7,1,5,29-1141.04,Clinical Nurse Specialists
7,1,5,29-1021.00,"Dentists, General"
7,1,5,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
7,1,5,29-1229.02,Hospitalists
7,1,5,21-1013.00,Marriage and Family Therapists
7,1,5,29-1217.00,Neurologists
7,1,5,29-1171.00,Nurse Practitioners
7,1,5,29-1241.00,"Ophthalmologists, Except Pediatric"
7,1,5,29-1229.04,Physical Medicine and Rehabilitation Physicians
7,1,5,29-1229.05,Preventive Medicine Physicians
7,1,5,19-3034.00,School Psychologists
7,1,5,29-1127.00,Speech-Language Pathologists
7,1,5,29-1229.06,Sports Medicine Physicians
7,1,4,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
7,1,4,11-3051.00,Industrial Production Managers
7,1,4,11-9081.00,Lodging Managers
7,1,4,11-2021.00,Marketing Managers
7,1,4,11-3061.00,Purchasing Managers
7,1,4,11-3131.00,Training and Development Managers
7,1,3,11-3051.06,Hydroelectric Production Managers
7,1,2,33-1012.00,First-Line Supervisors of Police and Detectives
7,1,2,11-9071.00,Gambling Managers
7,1,5,21-2011.00,Clergy
7,1,5,19-3033.00,Clinical and Counseling Psychologists
7,1,5,29-1031.00,Dietitians and Nutritionists
7,1,5,11-9032.00,"Education Administrators, Kindergarten through Secondary"
7,1,5,11-9033.00,"Education Administrators, Postsecondary"
7,1,5,25-9021.00,Farm and Home Management Educators
7,1,5,21-1023.00,Mental Health and Substance Abuse Social Workers
7,1,5,29-1223.00,Psychiatrists
7,1,4,27-2022.00,Coaches and Scouts
7,1,4,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
7,1,4,11-9161.00,Emergency Management Directors
7,1,4,11-3031.00,Financial Managers
7,1,4,11-3121.00,Human Resources Managers
7,1,4,11-2022.00,Sales Managers
7,1,4,11-9151.00,Social and Community Service Managers
