Skills Covered,My Matches,Job Zone,Code,Occupation
16,1,4,19-2099.01,Remote Sensing Scientists and Technologists
16,1,4,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
16,1,4,17-2112.02,Validation Engineers
16,1,4,15-1299.01,Web Administrators
16,1,3,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
16,1,3,15-1299.08,Computer Systems Engineers/Architects
16,1,3,13-1041.06,Coroners
16,1,3,17-3026.00,Industrial Engineering Technologists and Technicians
16,1,3,29-2099.08,Patient Representatives
14,1,5,29-1011.00,Chiropractors
14,1,5,19-2041.02,Environmental Restoration Planners
14,1,5,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
14,1,5,25-1022.00,"Mathematical Science Teachers, Postsecondary"
14,1,5,15-2021.00,Mathematicians
14,1,5,19-3094.00,Political Scientists
14,1,5,19-1013.00,Soil and Plant Scientists
14,1,5,19-3022.00,Survey Researchers
14,1,4,41-3011.00,Advertising Sales Agents
14,1,4,17-2021.00,Agricultural Engineers
14,1,4,19-2021.00,Atmospheric and Space Scientists
14,1,4,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
14,1,4,25-2023.00,"Career/Technical Education Teachers, Middle School"
14,1,4,11-3111.00,Compensation and Benefits Managers
14,1,4,13-1051.00,Cost Estimators
14,1,4,15-1243.00,Database Architects
14,1,4,17-2199.03,"Energy Engineers, Except Wind and Solar"
14,1,4,33-3021.06,Intelligence Analysts
14,1,4,17-2199.05,Mechatronics Engineers
14,1,4,17-2199.07,Photonics Engineers
14,1,4,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
14,1,4,17-2199.10,Wind Energy Engineers
14,1,4,19-1023.00,Zoologists and Wildlife Biologists
14,1,3,33-3021.00,Detectives and Criminal Investigators
14,1,3,19-4092.00,Forensic Science Technicians
14,1,3,29-1126.00,Respiratory Therapists
14,1,3,25-3041.00,Tutors
12,1,5,29-1071.01,Anesthesiologist Assistants
12,1,5,19-2011.00,Astronomers
12,1,5,19-2041.01,Climate Change Policy Analysts
12,1,5,19-3011.00,Economists
12,1,5,25-1032.00,"Engineering Teachers, Postsecondary"
12,1,5,19-3011.01,Environmental Economists
12,1,5,25-1064.00,"Geography Teachers, Postsecondary"
12,1,5,19-2041.03,Industrial Ecologists
12,1,5,17-2199.06,Microsystems Engineers
12,1,5,17-2199.09,Nanosystems Engineers
12,1,5,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
12,1,5,25-1054.00,"Physics Teachers, Postsecondary"
12,1,5,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
12,1,5,25-2051.00,"Special Education Teachers, Preschool"
12,1,4,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
12,1,4,17-2141.02,Automotive Engineers
12,1,4,27-1021.00,Commercial and Industrial Designers
12,1,4,15-1241.00,Computer Network Architects
12,1,4,15-1242.00,Database Administrators
12,1,4,17-2081.00,Environmental Engineers
12,1,4,17-1022.01,Geodetic Surveyors
12,1,4,19-3092.00,Geographers
12,1,4,17-2121.00,Marine Engineers and Naval Architects
12,1,4,17-2131.00,Materials Engineers
12,1,4,17-2161.00,Nuclear Engineers
12,1,4,27-3031.00,Public Relations Specialists
12,1,4,19-1031.02,Range Managers
12,1,4,13-1041.07,Regulatory Affairs Specialists
12,1,4,15-1255.01,Video Game Designers
12,1,3,53-2021.00,Air Traffic Controllers
12,1,3,53-2012.00,Commercial Pilots
12,1,3,15-1211.00,Computer Systems Analysts
12,1,3,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
11,1,5,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
11,1,5,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
11,1,5,23-1022.00,"Arbitrators, Mediators, and Conciliators"
11,1,5,29-1129.01,Art Therapists
11,1,5,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
11,1,5,29-9091.00,Athletic Trainers
11,1,5,19-1021.00,Biochemists and Biophysicists
11,1,5,25-1042.00,"Biological Science Teachers, Postsecondary"
11,1,5,19-1029.04,Biologists
11,1,5,15-2041.01,Biostatisticians
11,1,5,25-1011.00,"Business Teachers, Postsecondary"
11,1,5,25-1052.00,"Chemistry Teachers, Postsecondary"
11,1,5,25-1122.00,"Communications Teachers, Postsecondary"
11,1,5,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
11,1,5,25-1063.00,"Economics Teachers, Postsecondary"
11,1,5,25-1123.00,"English Language and Literature Teachers, Postsecondary"
11,1,5,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
11,1,5,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
11,1,5,11-3031.03,Investment Fund Managers
11,1,5,25-1112.00,"Law Teachers, Postsecondary"
11,1,5,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
11,1,5,19-1042.00,"Medical Scientists, Except Epidemiologists"
11,1,5,29-9099.01,Midwives
11,1,5,29-1041.00,Optometrists
11,1,5,29-2091.00,Orthotists and Prosthetists
11,1,5,25-1065.00,"Political Science Teachers, Postsecondary"
11,1,5,19-3041.00,Sociologists
11,1,4,17-2011.00,Aerospace Engineers
11,1,4,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
11,1,4,17-2041.00,Chemical Engineers
11,1,4,15-2051.02,Clinical Data Managers
11,1,4,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
11,1,4,19-1031.00,Conservation Scientists
11,1,4,25-2021.00,"Elementary School Teachers, Except Special Education"
11,1,4,13-1041.03,Equal Opportunity Representatives and Officers
11,1,4,19-1032.00,Foresters
11,1,4,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
11,1,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
11,1,4,29-1129.02,Music Therapists
11,1,4,15-1244.00,Network and Computer Systems Administrators
11,1,4,19-5011.00,Occupational Health and Safety Specialists
11,1,4,17-2171.00,Petroleum Engineers
11,1,4,11-9199.01,Regulatory Affairs Managers
11,1,4,13-1161.01,Search Marketing Strategists
11,1,4,25-2057.00,"Special Education Teachers, Middle School"
11,1,4,17-2051.01,Transportation Engineers
11,1,4,19-3099.01,Transportation Planners
11,1,4,11-9121.02,Water Resource Specialists
11,1,3,35-1011.00,Chefs and Head Cooks
11,1,2,11-9051.00,Food Service Managers
10,1,5,19-3091.00,Anthropologists and Archeologists
10,1,5,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
10,1,5,17-1011.00,"Architects, Except Landscape and Naval"
10,1,5,25-1031.00,"Architecture Teachers, Postsecondary"
10,1,5,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
10,1,5,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
10,1,5,19-1029.01,Bioinformatics Scientists
10,1,5,15-1221.00,Computer and Information Research Scientists
10,1,5,25-1021.00,"Computer Science Teachers, Postsecondary"
10,1,5,25-4012.00,Curators
10,1,5,25-1081.00,"Education Teachers, Postsecondary"
10,1,5,25-1053.00,"Environmental Science Teachers, Postsecondary"
10,1,5,19-1029.03,Geneticists
10,1,5,25-1125.00,"History Teachers, Postsecondary"
10,1,5,17-2112.01,Human Factors Engineers and Ergonomists
10,1,5,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
10,1,5,25-1082.00,"Library Science Teachers, Postsecondary"
10,1,5,19-1029.02,Molecular and Cellular Biologists
10,1,5,29-1161.00,Nurse Midwives
10,1,5,29-1022.00,Oral and Maxillofacial Surgeons
10,1,5,29-1023.00,Orthodontists
10,1,5,29-1299.02,Orthoptists
10,1,5,19-2012.00,Physicists
10,1,5,25-1066.00,"Psychology Teachers, Postsecondary"
10,1,5,25-1067.00,"Sociology Teachers, Postsecondary"
10,1,5,19-3051.00,Urban and Regional Planners
10,1,4,15-2011.00,Actuaries
10,1,4,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
10,1,4,25-2032.00,"Career/Technical Education Teachers, Secondary School"
10,1,4,17-2051.00,Civil Engineers
10,1,4,11-9121.01,Clinical Research Coordinators
10,1,4,11-9179.01,Fitness and Wellness Coordinators
10,1,4,19-1012.00,Food Scientists and Technologists
10,1,4,13-1131.00,Fundraisers
10,1,4,17-1012.00,Landscape Architects
10,1,4,13-1081.01,Logistics Engineers
10,1,4,13-1111.00,Management Analysts
10,1,4,27-2012.03,Media Programming Directors
10,1,4,19-1022.00,Microbiologists
10,1,4,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
10,1,4,29-1141.00,Registered Nurses
10,1,4,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
10,1,4,25-2058.00,"Special Education Teachers, Secondary School"
10,1,4,11-3031.01,Treasurers and Controllers
10,1,4,17-2051.02,Water/Wastewater Engineers
10,1,4,11-9199.10,Wind Energy Development Managers
10,1,3,11-9179.02,Spa Managers
9,1,5,25-2059.01,Adapted Physical Education Specialists
9,1,5,29-1211.00,Anesthesiologists
9,1,5,29-1181.00,Audiologists
9,1,5,11-1011.03,Chief Sustainability Officers
9,1,5,29-1213.00,Dermatologists
9,1,5,25-1071.00,"Health Specialties Teachers, Postsecondary"
9,1,5,21-1022.00,Healthcare Social Workers
9,1,5,23-1011.00,Lawyers
9,1,5,29-1299.01,Naturopathic Physicians
9,1,5,29-1151.00,Nurse Anesthetists
9,1,5,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
9,1,5,29-1221.00,"Pediatricians, General"
9,1,5,29-1222.00,"Physicians, Pathologists"
9,1,5,29-1224.00,Radiologists
9,1,5,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
9,1,5,29-1229.03,Urologists
9,1,5,29-1131.00,Veterinarians
9,1,4,11-2011.00,Advertising and Promotions Managers
9,1,4,27-1011.00,Art Directors
9,1,4,11-3051.03,Biofuels Production Managers
9,1,4,21-1094.00,Community Health Workers
9,1,4,11-9199.02,Compliance Managers
9,1,4,11-9021.00,Construction Managers
9,1,4,21-2021.00,"Directors, Religious Activities and Education"
9,1,4,19-2041.00,"Environmental Scientists and Specialists, Including Health"
9,1,4,13-2061.00,Financial Examiners
9,1,4,11-1021.00,General and Operations Managers
9,1,4,15-1299.09,Information Technology Project Managers
9,1,4,17-2141.00,Mechanical Engineers
9,1,4,27-2012.05,Media Technical Directors/Managers
9,1,4,27-2012.00,Producers and Directors
9,1,4,11-3051.01,Quality Control Systems Managers
9,1,4,17-2199.08,Robotics Engineers
9,1,4,11-3071.04,Supply Chain Managers
9,1,4,13-1151.00,Training and Development Specialists
9,1,4,11-3071.00,"Transportation, Storage, and Distribution Managers"
9,1,3,29-1141.01,Acute Care Nurses
9,1,3,11-9199.09,Wind Energy Operations Managers
8,1,5,29-1141.02,Advanced Practice Psychiatric Nurses
8,1,5,11-9041.00,Architectural and Engineering Managers
8,1,5,19-1041.00,Epidemiologists
8,1,5,29-1215.00,Family Medicine Physicians
8,1,5,29-1216.00,General Internal Medicine Physicians
8,1,5,15-1211.01,Health Informatics Specialists
8,1,5,19-3032.00,Industrial-Organizational Psychologists
8,1,5,25-9031.00,Instructional Coordinators
8,1,5,21-1014.00,Mental Health Counselors
8,1,5,11-9121.00,Natural Sciences Managers
8,1,5,29-1218.00,Obstetricians and Gynecologists
8,1,5,29-1122.00,Occupational Therapists
8,1,5,29-1051.00,Pharmacists
8,1,5,29-1071.00,Physician Assistants
8,1,5,29-1081.00,Podiatrists
8,1,5,25-1113.00,"Social Work Teachers, Postsecondary"
8,1,4,17-2031.00,Bioengineers and Biomedical Engineers
8,1,4,13-1199.04,Business Continuity Planners
8,1,4,21-1021.00,"Child, Family, and School Social Workers"
8,1,4,11-3021.00,Computer and Information Systems Managers
8,1,4,29-1141.03,Critical Care Nurses
8,1,4,29-1128.00,Exercise Physiologists
8,1,4,13-1075.00,Labor Relations Specialists
8,1,4,13-1081.00,Logisticians
8,1,4,11-9199.08,Loss Prevention Managers
8,1,4,17-2112.03,Manufacturing Engineers
8,1,4,11-9111.00,Medical and Health Services Managers
8,1,4,41-9031.00,Sales Engineers
8,1,3,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
8,1,3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
8,1,3,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
7,1,5,29-1229.01,Allergists and Immunologists
7,1,5,11-1011.00,Chief Executives
7,1,5,29-1141.04,Clinical Nurse Specialists
7,1,5,29-1021.00,"Dentists, General"
7,1,5,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
7,1,5,29-1229.02,Hospitalists
7,1,5,21-1013.00,Marriage and Family Therapists
7,1,5,29-1217.00,Neurologists
7,1,5,29-1171.00,Nurse Practitioners
7,1,5,29-1241.00,"Ophthalmologists, Except Pediatric"
7,1,5,29-1229.04,Physical Medicine and Rehabilitation Physicians
7,1,5,29-1229.05,Preventive Medicine Physicians
7,1,5,19-3034.00,School Psychologists
7,1,5,29-1127.00,Speech-Language Pathologists
7,1,5,29-1229.06,Sports Medicine Physicians
7,1,4,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
7,1,4,11-3051.00,Industrial Production Managers
7,1,4,11-9081.00,Lodging Managers
7,1,4,11-2021.00,Marketing Managers
7,1,4,11-3061.00,Purchasing Managers
7,1,4,11-3131.00,Training and Development Managers
7,1,3,11-3051.06,Hydroelectric Production Managers
7,1,2,33-1012.00,First-Line Supervisors of Police and Detectives
7,1,2,11-9071.00,Gambling Managers
7,1,5,21-2011.00,Clergy
7,1,5,19-3033.00,Clinical and Counseling Psychologists
7,1,5,29-1031.00,Dietitians and Nutritionists
7,1,5,11-9032.00,"Education Administrators, Kindergarten through Secondary"
7,1,5,11-9033.00,"Education Administrators, Postsecondary"
7,1,5,25-9021.00,Farm and Home Management Educators
7,1,5,21-1023.00,Mental Health and Substance Abuse Social Workers
7,1,5,29-1223.00,Psychiatrists
7,1,4,27-2022.00,Coaches and Scouts
7,1,4,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
7,1,4,11-9161.00,Emergency Management Directors
7,1,4,11-3031.00,Financial Managers
7,1,4,11-3121.00,Human Resources Managers
7,1,4,11-2022.00,Sales Managers
7,1,4,11-9151.00,Social and Community Service Managers
